Contract Name,Contract Address,Slot,Value
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,0,0x0000000000000000000000000000000000000000000000000000000000000001
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,1,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,2,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,3,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,4,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,5,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,6,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,7,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,8,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,9,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,10,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,11,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,12,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,13,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,14,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,15,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,16,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,17,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,18,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,19,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,20,0x0000000000000000000000000000000000000000000000000000000000000000
fathomStablecoin,0x49d3f7543335cf38Fa10889CCFF10207e22110B5,21,0x0000000000000000000000000000000000000000000000000000000000000000
